-4.151973684610155146e-01,-2.471993120432097457e-01,-2.775027886791223697e-01,-1.783776673051493122e-01,-3.253715678739318995e-01,6.961058399345396164e-02,1.597450642676425114e-01,-2.845914623676504274e-02,-6.935627802151511645e-04,1.148013627940792647e-01
-1.408125473762746882e+00,2.276199312880225478e-01,-2.449880211616160819e-02,-1.898436542883513156e-01,-1.447461426177725774e-01,-9.759506115004107363e-02,8.119761204952852252e-02,-3.875519302277674605e-02,5.976341087219427806e-02,8.197189619896144697e-02
-9.806338240213872126e-01,-3.009822073729154224e-01,5.227571736940972436e-01,-1.206063351651663895e-01,-1.428572761978438299e-01,-8.253826677485556762e-02,8.337575817924519628e-02,-4.631079555949535465e-02,1.858773049792702969e-02,8.323339388869360755e-02
-1.550983034628785173e+00,2.459384494097139329e-01,1.802765288410159705e-01,-2.039329579646345647e-01,-4.106246289382448067e-02,-8.798030504216997061e-02,9.312537792517361357e-02,-4.628149328038955179e-02,1.875077005691036525e-02,7.713912328744881863e-02
-1.646748521463572423e+00,3.034622219419139677e-01,5.586011297299420947e-02,-7.681831655997717334e-02,-1.261021321907074277e-01,-1.352768646160517896e-01,8.387101511726963166e-02,-3.984734038696791103e-02,7.113361550044855486e-03,7.467826038058761329e-02
-1.650052806407872552e+00,3.074304187999279403e-01,5.149966201184542208e-02,-8.026232486865059190e-02,-1.240642524934472135e-01,-1.339848439391410073e-01,9.109561408400268512e-02,-4.659305776665390031e-02,7.180953204947354562e-03,7.298584269384245093e-02
-1.613534770237134985e+00,2.967810499889436127e-01,2.274235138849751980e-02,-8.294915451696835418e-02,-1.411671891303745152e-01,-1.320672435235573650e-01,6.346184008782834729e-02,-6.572738992051885276e-02,1.483656236280245233e-03,7.424309493322384101e-02
-8.168104508187052915e-01,-5.195206004025775259e-01,-2.546273512180317611e-01,1.469249752201589876e-01,8.246094082298921490e-02,-1.295443301036733053e-01,1.276923501780587444e-01,-6.232769775365532006e-02,7.126961992243718846e-02,7.267987605475062507e-02
-1.670779897583760221e+00,3.072095652475601568e-01,3.200346760483663289e-02,-9.133165542567317496e-02,-1.070239314949873455e-01,1.699724832097087857e-01,9.131397168093285943e-02,-2.926288897279138990e-02,9.832076793049510099e-03,7.730748133339043759e-02
-1.209929882722811101e+00,1.722185710515584389e-01,-1.967683749555987349e-02,-3.115841251683586499e-01,-1.073408199955028786e-01,-1.164699367768134985e-01,7.124462794823260836e-02,-6.192036014021595758e-02,3.307758544725064587e-03,7.576172163576033736e-02
-1.529889182339860820e+00,2.392191218032323485e-01,1.987177811675322481e-01,-2.261999338720295794e-01,-2.590247051728927774e-02,-1.110069011384762494e-01,9.934002579518169673e-02,-5.387382776721283406e-02,2.026281983108127460e-02,7.579292317357166908e-02
-1.632485831465322335e+00,2.957072576947146203e-01,7.411443079512929077e-02,-9.718307227374864410e-02,-1.125681115403475707e-01,-1.319142518092791816e-01,8.709057628812794105e-02,-4.278244822036358919e-02,8.867367844869356031e-03,7.459522026619747059e-02
-1.016601499093794381e+00,-2.794690501785822012e-01,4.958570500917011126e-01,-1.267466016557699526e-01,-1.443370526603145465e-01,-7.200101902407679555e-02,1.183095488610042545e-01,-7.756874579907380163e-02,1.871065255006615358e-02,7.520090068017754037e-02
-1.637815632828664381e+00,3.003406199157045986e-01,6.717933528768796347e-02,-9.607668275554484549e-02,-1.135033346360659334e-01,-1.315191871433034621e-01,9.224611162320589530e-02,-4.760962049419192876e-02,8.589557363383126809e-03,7.325990119068098716e-02
-1.686640942821784339e+00,3.289597980381869791e-01,3.509126676238497056e-03,-3.183052976595221462e-02,-1.563053856162809896e-01,-1.414620880084262455e-01,8.752839880902929526e-02,-4.345822101192964304e-02,2.868992031748646143e-03,7.210549823305267836e-02
-1.468148508524143470e+00,2.049031872444029845e-01,2.673361199976074243e-01,-2.975448023553562971e-01,2.486728114820024871e-02,-9.901356551277251672e-02,1.058887827748323240e-01,-5.989548235716135594e-02,2.671845846847908934e-02,7.599466219323569582e-02
-9.645032066309382479e-01,1.544459979575399378e-01,-3.393566739325921677e-01,-3.061750791260716142e-01,-2.496101527629290828e-01,-1.454437153898532065e-01,1.009783428427712404e-01,-1.143519901391110150e-02,-2.036319941981526438e-02,7.330600229275385793e-02
-9.626671516879810042e-01,-2.887907908379676591e-01,4.611989789542794149e-01,-1.470353678144161735e-01,-1.517279599805989587e-01,-6.916988507794008534e-02,1.227471583951665335e-01,-7.976407333225332685e-02,1.777121972096501468e-02,7.419467030120807660e-02
-1.145112495049476653e+00,1.777086638888396575e-01,-2.173290643666251909e-01,-2.758902155363361919e-01,-1.890803053039019077e-01,1.718328790915319981e-01,6.173812683136503665e-02,-3.918686399882465032e-02,4.088751244233379545e-02,8.266923271680332030e-02
-1.444104633697967266e+00,1.987993945075799684e-01,2.496366342238659497e-01,-3.069426852130467398e-01,1.554347595231936330e-02,-7.004445882483986696e-02,1.035328204302883304e-01,-5.419305916709904469e-02,2.609713137676514250e-02,7.753458796747614290e-02
-1.615102151987714674e+00,2.823513961524620197e-01,1.015402235962346439e-01,-1.296774670809407448e-01,-8.984954189158461668e-02,-7.852052153932559397e-02,8.971857878408234788e-02,-4.219088735776277410e-02,1.207248450322653821e-02,7.586045057416324067e-02
-1.665518343207165408e+00,3.176987349698851548e-01,1.619060862424998026e-02,-4.709554258113049507e-02,-1.497373859148532493e-01,-1.401282630872068835e-01,8.378455922393907018e-02,-4.003879160268875026e-02,6.057422341851692593e-03,7.371156196282352413e-02
-1.440658763525926922e+00,2.650336921974038029e-01,-1.521377635218205959e-01,-1.074433233308008107e-01,-2.206653604054690798e-01,-1.452379991583864216e-01,8.183761905351816246e-02,-4.262425501197530942e-02,6.123368062234277320e-02,7.891133252800913711e-02
-1.459726398795741620e+00,1.982881816933958763e-01,2.796872212901706511e-01,-2.961728879769190970e-01,2.204961320052717388e-02,-1.005889913876087949e-01,9.388188810771941339e-02,-4.866844694606642374e-02,2.685369470845447304e-02,7.922947446573247454e-02
-1.211697151277987494e+00,2.027756710205514401e-01,-2.193116829433100490e-01,-2.122647257912896324e-01,-2.276426955355401738e-01,-1.389898265836504443e-01,6.223926101607923922e-02,-5.288100293429931487e-02,1.599816487069385951e-02,7.792254711838447756e-02
-1.612624363810651662e+00,2.850571804413929433e-01,9.905546112397935199e-02,-1.250696847779502741e-01,-9.399421753487097186e-02,-1.272713304802033651e-01,9.154102281688186737e-02,-4.684872614684287839e-02,1.126830774651293998e-02,7.444839174089634692e-02
-1.677338439191851993e+00,3.269176772587769619e-01,1.065585447061731528e-02,-3.627539906139656822e-02,-1.527352295150792294e-01,-1.408405948037738942e-01,8.612103691906375369e-02,-4.206823675138748886e-02,3.421803439436099659e-03,7.232006836560272989e-02
-1.647112117615954663e+00,3.044866284083154184e-01,5.537011599024926206e-02,-7.946143578757761117e-02,-1.244438602053477561e-01,-1.345645514996634817e-01,8.685438091643860048e-02,-4.262792228441469877e-02,7.253034378618156142e-03,7.402422109180661902e-02
-1.485037982390267963e+00,2.111345712408859154e-01,2.551522884930619295e-01,-2.913678970429512960e-01,2.009274494243468157e-02,-2.494845738852509431e-02,1.047609448821059663e-01,-5.434141879601195324e-02,2.652699959456800149e-02,7.755092534711349739e-02
-1.250115553780704492e+00,-3.935846564445516504e-01,-1.781667640453606927e-01,3.464167002830124131e-01,1.205484125819865637e-01,1.567902034606384887e-01,1.259488636639210513e-01,-4.244811858601660326e-02,6.257241228135701494e-03,6.423517387594163131e-02
-1.644517419067805797e+00,2.986461285282544509e-01,6.688496430130258519e-02,-9.931420735563728508e-02,-1.101939608432048745e-01,-6.786542220520772051e-02,9.057542848224087173e-02,-4.213130820749311223e-02,9.396392855109181319e-03,7.484411061038065416e-02
-1.467494411146283539e+00,2.059704906694501680e-01,2.696330059137386215e-01,-2.982761665313241051e-01,2.303256978753620565e-02,-9.909293071502905947e-02,1.049285566286329296e-01,-5.898717921080376403e-02,2.667426290321917026e-02,7.653217148747454290e-02
-1.003767249160555597e+00,-2.911015344159268992e-01,5.113249724885580161e-01,-1.238033310905086171e-01,-1.457018143952025779e-01,-7.713790399075670656e-02,1.015145560635075661e-01,-6.209223094309312962e-02,1.898716310936268692e-02,7.915844572001584645e-02
-1.640158813243279834e+00,3.056871726821098756e-01,2.336053252366035449e-03,-7.866287367017504861e-02,-1.396119591167901408e-01,-6.875053577762406387e-03,8.810520541839733655e-02,-3.679746733515343315e-02,1.584958346363102288e-02,7.613615266608375620e-02
-1.137247687100328530e+00,-4.342697826334460665e-01,-1.554104569047469742e-01,3.007711879286191214e-01,1.200469045879570262e-01,-1.342353455596278500e-01,1.269559956839048653e-01,-6.174737759546822247e-02,2.046275466336996973e-02,6.283468982686152282e-02
-1.397325634864660771e+00,2.474707141966774882e-01,-1.772326421586449818e-01,-1.542514639708860713e-01,-1.967488392411790299e-01,1.636674531711321268e-01,6.328514844980964726e-02,-3.713580714541298011e-02,3.929896145159261778e-03,8.044643606936002778e-02
-1.617739066400173620e+00,2.876582536353118891e-01,9.270066303496536653e-02,-1.174870962160018406e-01,-9.903499267891657798e-02,-1.285788993001268643e-01,8.994894472734760171e-02,-4.538487476922459241e-02,1.062847008791109604e-02,7.458683311032454633e-02
-1.591472255395029567e+00,2.697381696969290421e-01,1.298266335751077638e-01,-1.610686411805540841e-01,-6.839435063223520128e-02,-6.730744877150102168e-02,9.368382232346789129e-02,-4.550883668590777198e-02,1.480350533651120237e-02,7.599913145092496158e-02
-1.476248589640359210e+00,2.746186692615089076e-01,-1.301055276966713858e-01,-9.817250560544810156e-02,-2.108258527972102780e-01,-1.456666382762806800e-01,8.943062926051548178e-02,-3.720771812475309748e-02,5.469612473059576319e-02,7.795249236997159326e-02
-1.628354273311186873e+00,2.943691191593995060e-01,7.925283312017537829e-02,-1.062882246227848937e-01,-1.066104876021798376e-01,-1.301106843533892388e-01,9.123998400018212829e-02,-4.663135394111816989e-02,9.558982416361688772e-03,7.387259672882429129e-02
-2.180102399253760481e-01,-5.353053684208785024e-01,1.299172388923065802e-01,-4.015440170207690840e-01,-3.363116164039028910e-01,-7.396759030254307365e-02,1.063995512812609401e-01,-7.880417904662329054e-02,1.751113264257386781e-02,2.408831899379809682e-02
