30,37,11,39,4,25,18,33,6,15,8,24,14,7,32,17,12,34,27,1,22,38,31,23,2,class
0.67,0.04,0.0,0.05,2.881775752314413e-08,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.01568627450980392,0.0,0.0,0.11,0.0,0.0,0.00196078431372549,0.0,0.2196078431372549,0.00392156862745098,0.0,1
0.11,0.0,1.0,0.0,6.130322964014296e-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5019607843137255,0.0,0.0,0.0,0.0,0.0,0.047058823529411764,0.0,0.3764705882352941,0.050980392156862744,0.046153846153846156,1
0.0,0.0,0.0,0.0,1.1527103009257652e-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996078431372549,0.0,0.0,0.01,0.0,0.5,0.29215686274509806,0.0,1.0,0.29215686274509806,0.16923076923076924,1
0.09,0.0,1.0,0.0,6.628084230323149e-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.6588235294117647,0.060784313725490195,0.046153846153846156,1
0.0,0.0,1.0,0.0,8.750119102481944e-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.1764705882352941,0.0392156862745098,0.046153846153846156,1
0.0,0.0,1.0,0.0,4.977612663088531e-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1843137254901961,0.0,0.046153846153846156,1
0.0,0.0,1.0,0.0,5.711155581859473e-06,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.9647058823529412,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.14509803921568626,0.0,0.23076923076923078,1
0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.2901960784313725,0.0,0.046153846153846156,1
1.0,0.0,1.0,0.0,4.375059551240972e-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.00196078431372549,0.046153846153846156,1
